Out-degree,Clustering coefficient
79,0.012062529828409604
3,0.005565107230114922
26,0.0545790934320074
0,0.05357142857142857
10,0.0059764309764309765
0,0.011111111111111112
0,0.00821256038647343
52,0.024251805985552117
105,0.031773853452820244
0,0.007441814004594946
0,0.01904761904761905
0,0.0441468253968254
0,0.020935960591133004
0,0.0
0,0.01935483870967742
0,0.009431181844974948
58,0.02142857142857143
0,0.007807615230460922
0,0.14285714285714285
3,0.007443914885422684
0,0.012194231471339904
2,0.019083407014441497
1,0.007142857142857143
0,0.05846774193548387
0,0.006707759245830312
0,0.022222222222222223
0,0.004166666666666667
0,0.020833333333333332
0,0.0
0,0.012641102608548598
0,0.16477272727272727
54,0.08582872401296968
0,0.11458333333333333
0,0.5
2,0.0
0,0.0
0,0.0
15,0.009523809523809525
0,0.020731707317073172
0,0.0
8,0.003401244855617156
0,0.0
5,0.004760997905160921
0,0.010841170323928945
0,0.0
0,0.013406292749658003
0,0.05238095238095238
2,0.012836438923395446
0,0.0
0,0.00720687984496124
0,0.0
0,0.002629071379071379
10,0.0
0,0.0
0,0.0
0,0.044444444444444446
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.001976284584980237
8,0.0
0,0.0
0,0.0
0,0.0
0,0.006785118739577943
0,0.01704205700617899
0,0.002631578947368421
0,0.047619047619047616
0,0.05
1,0.0
2,0.0
0,0.01383399209486166
3,0.3333333333333333
78,0.0752988666356156
32,0.004032258064516129
0,0.0
0,0.009071117561683599
0,0.0
0,0.017933848797250858
0,0.011904761904761904
0,0.0
0,0.01023119851182567
5,0.012046505112760892
0,0.016923076923076923
0,0.013297872340425532
0,0.0
0,0.0
0,0.029233870967741934
0,0.0031729243786356425
0,0.04411764705882353
13,0.02051983584131327
0,0.0029450261780104713
37,0.03903903903903904
13,0.008229492903311788
0,0.03571428571428571
16,0.05787037037037037
0,0.05228758169934641
38,0.05602665051483949
0,0.009523809523809525
128,0.013291208192613575
0,0.10256410256410256
0,0.0
0,0.06666666666666667
0,0.009216589861751152
24,0.019410496046010063
2,0.007244908298713142
0,0.0021258503401360546
54,0.04129102055535521
0,0.012802275960170697
0,0.0
4,0.0024001274001274
0,0.05303030303030303
0,0.017857142857142856
0,0.005599258689694604
0,0.0
28,0.07685563997662186
0,0.029411764705882353
1,0.0023151086980874214
0,0.08095238095238096
0,0.0
0,0.055384615384615386
7,0.07142857142857142
0,0.004524425907282228
3,0.00999949112004478
22,0.023574561403508772
62,0.04671847489527048
2,0.0
7,0.041666666666666664
0,0.004761904761904762
0,0.003517748640869843
0,0.0
0,0.005803104941035976
2,0.08333333333333333
0,0.0024675324675324677
9,0.06944444444444445
10,0.035437430786267994
19,0.0026008178964075116
2,0.002999810138598823
0,0.005835074016892199
43,0.015503875968992248
0,0.0
67,0.02170940170940171
0,0.022727272727272728
0,0.009899105273177233
0,0.00853658536585366
0,0.005286291280589214
0,0.0
0,0.012762762762762763
0,0.0
35,0.020555434069538595
0,0.007699379452999311
0,0.0
2,0.016015280634734057
1,0.01730769230769231
4,0.00976539240204835
0,0.0
0,0.01238437821171634
0,0.005136986301369863
0,0.005562986381322957
52,0.030787546725382763
0,0.007575757575757576
1,0.008064516129032258
0,0.006299959355100935
6,0.02
0,0.0
18,0.022644649257552482
0,0.0
0,0.0
0,0.16666666666666666
3,0.012032085561497326
0,0.05
4,0.12857142857142856
71,0.010758998435054772
51,0.058184143222506396
0,0.05
2,0.0041719024880623274
0,0.029644268774703556
0,0.0
0,0.0
21,0.01871069182389937
0,0.022048364153627313
0,0.02197802197802198
0,0.02631578947368421
0,0.02154882154882155
0,0.047619047619047616
0,0.0
0,0.21428571428571427
0,0.03636363636363636
0,0.0
0,0.007459207459207459
0,0.00909090909090909
0,0.015503875968992248
0,0.025
0,0.05
4,0.03076923076923077
17,0.04473684210526316
0,0.05
0,0.03216374269005848
0,0.047619047619047616
0,0.016666666666666666
0,0.0
5,0.0032650099764193726
0,0.009259259259259259
0,0.0
0,0.011904761904761904
0,0.0
0,0.01098901098901099
0,0.08333333333333333
0,0.023809523809523808
0,0.03949579831932773
0,0.002691511387163561
0,0.02217741935483871
0,0.07142857142857142
0,0.047379032258064516
0,0.01383399209486166
0,0.0
0,0.00641025641025641
0,0.009387755102040816
0,0.01818181818181818
51,0.013450292397660818
0,0.047692307692307694
0,0.008130081300813009
0,0.0
1,0.1
0,0.033776301218161685
41,0.0743906299461855
0,0.0005537098560354374
0,0.0
13,0.07051282051282051
1,0.007762793914246197
0,0.01422475106685633
14,0.03362290862290862
14,0.016483516483516484
4,0.05454545454545454
0,0.0
0,0.00510204081632653
0,0.012621916236374068
10,0.011080080140853621
16,0.07083333333333333
65,0.050701659695047904
153,0.022766139375801624
0,0.01107419712070875
0,0.010844748858447488
110,0.04208219668172264
14,0.04945054945054945
0,0.008074534161490683
3,0.007758488717430575
1,0.00505030934759303
4,0.005912952696378429
59,0.07112229679343773
40,0.08583959899749373
0,0.0071645081289611464
98,0.034188989758955325
75,0.04438565549676661
84,0.03873314031494951
212,0.026812307201361556
0,0.007555968344265784
0,0.022222222222222223
0,0.03216374269005848
0,0.008320679481006876
44,0.045471841704718415
0,0.0
26,0.0409626216077829
99,0.04357573210032226
6,0.03459119496855346
0,0.007575757575757576
0,0.01201000834028357
25,0.04252873563218391
0,0.0
0,0.0
10,0.02633889376646181
1,0.0
1,0.0
0,0.0
130,0.006618962432915921
1,0.012345679012345678
0,0.003875968992248062
0,0.002882882882882883
0,0.0
0,0.0020242914979757085
0,0.0013297872340425532
0,0.011784511784511785
10,0.05216346153846154
0,0.002898550724637681
0,0.05
0,0.016483516483516484
0,0.006628787878787879
0,0.004389815627743635
0,0.002486273697296177
0,0.005216095380029807
0,0.0
0,0.0
0,0.00319693094629156
0,0.00975177304964539
0,0.03
0,0.0
0,0.0035643564356435645
0,0.007692307692307693
0,0.0046846846846846845
0,0.0
0,0.0
23,0.035918367346938776
0,0.003415618692749573
0,0.002487183391706005
0,0.0071301247771836
0,0.0
0,0.006842473279392668
0,0.029160739687055477
2,0.0004914004914004914
0,0.07575757575757576
0,0.007575757575757576
7,0.007346272446943588
0,0.015306122448979591
0,0.002459016393442623
0,0.0
0,0.0
6,0.012457912457912458
0,0.002420856610800745
0,0.0005844535359438924
2,0.012987012987012988
0,0.005059704513256426
0,0.0
0,0.007901668129938543
0,0.0032258064516129032
0,0.014266900790166813
0,0.007030914555603263
0,0.015151515151515152
9,0.003669319186560566
2,0.001105583195135434
0,0.011627906976744186
136,0.021924179488679578
0,0.0
0,0.0
0,0.007135575942915392
1,0.0
0,0.0
0,0.002378525314305131
9,0.006958994313079917
0,0.007575757575757576
19,0.014949031848997707
0,0.008391608391608392
0,0.006804214223002634
0,0.017732659463227607
0,0.0008865248226950354
0,0.0010080645161290322
0,0.003676470588235294
0,0.0142602495543672
0,0.007686932215234102
0,0.0
4,0.02227342549923195
0,0.0014441046551138294
0,0.0
0,0.10909090909090909
1,0.004506551541316368
0,0.007894736842105263
0,0.0031288773803743865
0,0.004329004329004329
16,0.016975308641975308
72,0.03129890453834116
0,0.01098901098901099
55,0.027234267583289264
46,0.027020366317698784
0,0.014328808446455505
13,0.04480922803904171
0,0.0
13,0.10278745644599303
15,0.08874458874458875
0,0.004177433247200689
0,0.0
4,0.04736842105263158
0,0.001568627450980392
0,0.002335279399499583
0,0.02766798418972332
0,0.022448979591836733
1,0.016129032258064516
221,0.03302857142857143
0,0.05228758169934641
46,0.020885527076508
0,0.006944444444444444
0,0.0
0,0.014245014245014245
2,0.005401421310862247
125,0.04213603308142022
0,0.0052677787532923615
6,0.008611819314712978
0,0.02431372549019608
58,0.03530412034009156
0,0.0
10,0.025297280921002804
0,0.005354361370716511
31,0.024264870931537598
14,0.0455820476858345
0,0.0
0,0.0037273156580989
0,0.005928853754940711
0,0.005867014341590613
0,0.006134969325153374
8,0.009086648404483123
7,0.011620926243567753
35,0.0016806722689075631
0,0.13333333333333333
0,0.0024161073825503354
2,0.0049435028248587575
0,0.0
0,0.007228776312745778
0,0.014754098360655738
0,0.004329004329004329
0,0.0
0,0.006097560975609756
0,0.0
0,0.0
0,0.0
0,0.02727272727272727
0,0.004702194357366771
0,0.00620136186770428
0,0.0
0,0.0009350163627863488
0,0.003856749311294766
0,0.022222222222222223
32,0.008064516129032258
0,0.011111111111111112
0,0.022727272727272728
0,0.0
0,0.0
2,0.00972972972972973
0,0.0
0,0.01282051282051282
0,0.07142857142857142
0,0.16666666666666666
0,0.0
0,0.0
0,0.0
13,0.016698603887215988
0,0.0
0,0.0
4,0.019765166340508806
0,0.05
24,0.04177683765203596
0,0.0
18,0.002007607776838546
0,0.0
2,0.12222222222222222
0,0.01155115511551155
0,0.0
0,0.004772583520211603
0,0.006798245614035088
2,0.014799154334038054
0,0.0
0,0.0
7,0.0
6,0.006086059534335397
1,0.0029366700715015323
1,0.0
15,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0018066847335140017
0,0.0
0,0.0
0,0.0025991792065663474
22,0.011857707509881422
0,0.006535947712418301
0,0.0
0,0.041666666666666664
2,0.006270996640537514
0,0.003171247357293869
0,0.0
0,0.0
0,0.004123711340206186
0,0.000877963125548727
0,0.0032377428307123032
0,0.0
0,0.0033222591362126247
0,0.007705538355693154
0,0.0
4,0.0
0,0.009291521486643438
6,0.043824701195219126
0,0.0
44,0.011616161616161616
0,0.004918032786885246
0,0.0013220518244315177
16,0.03418803418803419
0,0.004940388698350482
204,0.016187930580130256
0,0.03333333333333333
0,0.0
0,0.01895070948469007
2,0.009950248756218905
0,0.0
0,0.003787878787878788
17,0.04086021505376344
0,0.08333333333333333
0,0.0
0,0.009230769230769232
0,0.0
0,0.0
0,0.0
0,0.0061469265367316344
11,0.021169354838709676
7,0.029069767441860465
0,0.0
0,0.009523809523809525
176,0.027617764563783332
0,0.011695906432748537
139,0.026729937530033637
14,0.01098901098901099
118,0.02531009051290647
0,0.0
0,0.0016797312430011197
0,0.006170886075949367
0,0.0007763975155279503
15,0.02857142857142857
0,0.00030248033877797946
1,0.0105344295991778
6,0.019702380952380954
0,0.009164420485175202
17,0.0404723564143854
0,0.008604269293924466
7,0.023809523809523808
0,0.01098901098901099
0,0.02312673450508788
20,0.041524265208475734
0,0.0
1,0.0
0,0.0014864724515760502
51,0.00392156862745098
0,0.001282051282051282
0,0.00089126559714795
0,0.0016326530612244899
0,0.013951734539969835
0,0.0
3,0.02038558786346397
0,0.0
0,0.001422475106685633
5,0.009989557953358858
1,0.017241379310344827
0,0.0
0,0.0
3,0.001948051948051948
0,0.0066336633663366335
14,0.02275960170697013
3,0.009981851179673321
0,0.005868544600938967
0,0.0
0,0.002631355572532043
7,0.014990328820116054
0,0.007142857142857143
6,0.0
0,0.004824561403508772
26,0.017521462403789226
9,0.022222222222222223
0,0.0
0,0.039775910364145656
0,0.006747638326585695
0,0.0
2,0.0
19,0.0
0,0.0
0,0.0017088174982911825
0,0.004159495123350545
0,0.004098360655737705
0,0.01327683615819209
0,0.00560875512995896
4,0.16666666666666666
37,0.056265984654731455
14,0.005494505494505495
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
6,0.013289036544850499
0,0.0
0,0.0
0,0.0
1,0.0
28,0.02513227513227513
66,0.04040552453717308
7,0.029219566840926064
0,0.0
0,0.012315270935960592
0,0.0
0,0.0
8,0.009863123993558777
0,0.0
0,0.010570824524312896
17,0.007352941176470588
0,0.0
0,0.0
0,0.0
0,0.16666666666666666
0,0.004617271481134117
0,0.005226480836236934
0,0.0
0,0.0
14,0.011754773347187946
2,0.030303030303030304
0,0.0
0,0.0
0,0.0
12,0.007575757575757576
8,0.03483309143686502
0,0.009387755102040816
3,0.024385964912280702
1,0.0
62,0.03278688524590164
23,0.065
0,0.008554937126365698
19,0.02156177156177156
0,0.011363636363636364
0,0.009639696586599241
0,0.011627906976744186
0,0.004963427377220481
0,0.015373864430468204
0,0.0029239766081871343
0,0.01524390243902439
0,0.0
0,0.0028222730739893213
13,0.018076518076518076
1,0.010518934081346423
104,0.04651039005280191
0,0.003770423125261835
3,0.030303030303030304
0,0.009019607843137255
0,0.03218390804597701
0,0.016483516483516484
0,0.022620100206307104
2,0.017316017316017316
0,0.027777777777777776
0,0.0076830949314170794
3,0.0
0,0.004575659768369091
27,0.04415954415954416
0,0.03896103896103896
0,0.03333333333333333
0,0.023809523809523808
39,0.027439024390243903
0,0.0031746031746031746
0,0.0026455026455026454
0,0.0
0,0.16666666666666666
0,0.5
0,0.5
0,0.03571428571428571
0,0.05
1,0.05555555555555555
0,0.16666666666666666
0,0.004201680672268907
0,0.5
0,0.0
2,0.0
0,0.006684398548013796
1,0.0
14,0.03296703296703297
0,0.25
0,0.0075075075075075074
0,0.003952569169960474
0,0.007389162561576354
8,0.022033898305084745
65,0.018620452395286834
9,0.01814142910033321
0,0.0018290204579325296
0,0.03787878787878788
2,0.0
0,0.009158926728586172
4,0.0
2,0.005807011831108217
7,0.010912031852681348
0,0.006218966218966219
261,0.004833480695549661
1,0.001959517657192076
6,0.013607990012484394
0,0.03864734299516908
0,0.011111111111111112
13,0.04941520467836257
0,0.0
0,0.0
11,0.016374714394516376
1,0.012224899598393575
24,0.0345679012345679
0,0.014705882352941176
0,0.03333333333333333
0,0.038011695906432746
16,0.02619047619047619
2,0.08333333333333333
13,0.09146341463414634
15,0.10964912280701754
0,0.0
2,0.007352941176470588
0,0.022727272727272728
0,0.0
0,0.0
19,0.03987873134328358
0,0.0
12,0.06465237166991553
119,0.018021680216802168
30,0.032692307692307694
0,0.02727272727272727
0,0.0
12,0.01904761904761905
0,0.0
0,0.017316017316017316
0,0.0
0,0.0016101331043366252
0,0.004761904761904762
0,0.013924050632911392
0,0.0
0,0.05217391304347826
0,0.011929824561403509
27,0.05053763440860215
0,0.0
0,0.016156462585034014
0,0.028985507246376812
0,0.003676470588235294
0,0.002849002849002849
0,0.0
0,0.03333333333333333
0,0.3333333333333333
0,0.0
0,0.009243697478991597
18,0.03603960396039604
0,0.023809523809523808
0,0.0
0,0.005945745076179859
0,0.003676470588235294
0,0.03333333333333333
0,0.0
0,0.009852216748768473
0,0.007859900717043573
0,0.010099206349206349
0,0.0
0,0.0
0,0.008442265795206972
0,0.0
0,0.0033333333333333335
0,0.03636363636363636
0,0.0
0,0.017241379310344827
0,0.0
0,0.0
0,0.0
0,0.05
0,0.0036997885835095136
0,0.037292025243832475
0,0.07142857142857142
0,0.0
0,0.0
0,0.01507936507936508
43,0.04897388059701493
0,0.0
0,0.1
0,0.007142857142857143
0,0.05
0,0.0032679738562091504
0,0.006160506160506161
0,0.0
0,0.0
0,0.023809523809523808
2,0.002967741935483871
0,0.04285714285714286
0,0.01730769230769231
0,0.022727272727272728
0,0.0
0,0.0029239766081871343
4,0.004761904761904762
5,0.02
0,0.0
0,0.0
0,0.0
0,0.023809523809523808
4,0.022482140355792126
0,0.0
0,0.0
0,0.0
0,0.007936507936507936
0,0.023798076923076922
0,0.005847953216374269
0,0.03571428571428571
0,0.058333333333333334
18,0.029369323486970546
0,0.0
0,0.0
0,0.0
0,0.01455026455026455
33,0.03254865034526051
9,0.06521739130434782
0,0.0
2,0.04044117647058824
0,0.0
8,0.027513227513227514
0,0.0
0,0.001397624039133473
0,0.0015384615384615385
0,0.0
0,0.004166666666666667
0,0.0
31,0.04789272030651341
54,0.023268112109994712
0,0.0
0,0.005590496156533892
0,0.0037408349543618137
0,0.0
2,0.08333333333333333
0,0.0
0,0.0
0,0.0
60,0.0345
0,0.016339869281045753
0,0.0
52,0.029549902152641878
0,0.0
40,0.016260162601626018
0,0.023809523809523808
0,0.006278538812785388
0,0.0
0,0.010869565217391304
0,0.0
15,0.016609392898052692
0,0.0
0,0.00909090909090909
0,0.08333333333333333
0,0.023485513608428446
25,0.02500457959333211
18,0.014441388066017774
0,0.0
0,0.0022988505747126436
0,0.0
29,0.03914893617021276
0,0.09090909090909091
0,0.0
0,0.16666666666666666
0,0.012549019607843137
0,0.0
0,0.011111111111111112
0,0.0
8,0.11538461538461539
0,0.0
0,0.009971509971509971
0,0.025441949354992832
0,0.00641025641025641
0,0.0
0,0.0
0,0.009887005649717515
0,0.009926854754440962
3,0.0
13,0.0641025641025641
130,0.042700107147109014
0,0.009873949579831932
187,0.047814413707804156
0,0.0
17,0.014705882352941176
4,0.027828191167574106
0,0.041666666666666664
52,0.04537657245548113
0,0.025691699604743084
14,0.01098901098901099
3,0.07857142857142857
0,0.042105263157894736
0,0.07142857142857142
0,0.031578947368421054
0,0.0
0,0.03333333333333333
0,0.0
0,0.0
8,0.02564102564102564
0,0.013888888888888888
0,0.0
0,0.0
0,0.0
0,0.0
8,0.0
0,0.007575757575757576
0,0.0
0,0.0067842605156037995
0,0.0
