Nodes,Clustering coefficient
1069477208,0.020624008461131677
107517248,0.008243211204931338
1092025800,0.030898073004182902
1149279787162185728,0.05398110661268556
1192686774423867393,0.007810894141829393
120380619,0.02326343381389253
1238576977658986496,0.005987446122175148
1263019585898512384,0.055130784708249496
1268557423649992706,0.015895278167367927
1403716536993517573,0.047619047619047616
141509471,0.03732683427398666
1419247616089600007,0.03418803418803419
1423386582304886784,0.0
1427559614833385473,0.006523157208088715
1428732356022652939,0.007604340567612688
1432349193595768835,0.022727272727272728
1434022273506324482,0.0037375460255577213
1434988570381627392,0.0
1451119733709934596,0.0055000962516844045
1454123103357968389,0.007794048181388758
1455548462968287235,0.006019766397124888
1462149943104360460,0.006079830822098863
1463451886741123072,0.016919668198714544
1478623479197011968,0.00705392168806803
1478677204296998917,0.006826506826506827
1482316653073506313,0.0058176672833835106
16476536,0.005205759283054924
2203429105,0.04344624447717231
2207984680,0.02897787144362487
2222183850,0.005762871988663203
2250622285,0.010581010864430798
2288557992,0.031028551771585828
2303836510,0.0176841441630766
2322947462,0.06265
2338484714,0.04587234626333299
2339316667,0.011956877069801157
2375969810,0.014285714285714285
254969508,0.03168457648546144
27456576,0.0076711623876069765
2753154182,0.02211316669020383
2811563782,0.027952610144390967
3050483602,0.07142857142857142
307056075,0.044444444444444446
3179856502,0.02214894081677222
326316197,0.02902943109618053
368920797,0.009074925492476557
390340887,0.006480970766685052
391359161,0.0056268754076973255
419682441,0.01800275848718755
436534155,0.00901999024865919
4373034267,0.0
437533038,0.01574263057516646
440691898,0.02345427221983684
445201884,0.009805073431241656
454365633,0.015641799490710175
460061801,0.014280683545242243
47373547,0.009567901234567902
483665419,0.04306710721203145
489909029,0.019176972909305066
513144334,0.00702051571616789
51759517,0.009321527225943165
52387663,0.01186378354085166
540903862,0.007663019441186085
589418956,0.01750905640848715
610570076,0.014950166112956811
628527048,0.009544914496255457
68717378,0.011985526910900044
763146166620057600,0.0464212135309364
780435029025497089,0.00392156862745098
79791572,0.01947939824307699
799743593145573376,0.001694915254237288
807581581,0.00684931506849315
822480229193154562,0.02526395173453997
831768450,0.01027022980762033
849274159,0.007714923802823265
877230271652823040,0.009301297983982324
878138557,0.00366668406493032
893939057511866368,0.01277864276762997
901003845005971457,0.026234567901234566
961899658481106944,0.02120225145459145
970804857580990464,0.05116653258246179
998604189579333633,0.0
1000144495499993088,0.0
1289758279250452480,0.006004140786749482
1357742474840653825,0.016516516516516516
155695954,0.0088447931087525
726721856749842436,0.012422360248447204
857865903295344640,0.003826530612244898
1000236900626632704,0.0
1482927091,0.002188666440447913
29045944,0.01211484593837535
3151825048,0.009929494712103408
399004979,0.004402254369789367
485586578,0.006708304418228082
1000270232710275072,0.0
90337089,0.005719514985129261
966267076594884608,0.0
1000274080153718784,0.008620689655172414
1129079066672472064,0.0022546419098143236
1168269488699138055,0.0
1182035380893339648,0.030952380952380953
1216857073,0.003007317537256875
1265964896090456064,0.048710796652833524
160880868,0.0029189669395266195
169010405,0.03594771241830065
2182502256,0.007006151742993848
24856912,0.0
258141458,0.014646464646464647
2819021613,0.010101010101010102
311658748,0.010084033613445379
3331874607,0.007462686567164179
349043533,0.0018115942028985507
398618779,0.014799154334038054
400620032,0.0
410175043,0.00492539475590323
417061173,0.0
425686235,0.03275747508305648
468533094,0.0
48997805,0.0
493854798,0.005199760586562921
528846336,0.017857142857142856
54492701,0.0
58453980,0.01160541586073501
594465880,0.012653061224489797
610077747,0.0
827344747,0.020019651191353474
841722103497924608,0.0012530455969369996
1000284163,0.0
271596933,0.03321123321123321
276698656,0.000546448087431694
413916151,0.005111622753596995
714032407,0.004629223343571742
947439004504477696,0.001397624039133473
1000284463933378560,0.0
3226127409,0.0
1000288907085385728,0.022222222222222223
1297440859265339392,0.05358307706644302
1360232480,0.01159491402483253
3096871079,0.0026747195858498707
3426504598,0.04522792022792023
35525950,0.010378975433250809
4864217043,0.0
490139250,0.021367171510437988
1000302611428446208,0.0
1000317689498341376,0.05241090146750524
1009004604019957761,0.00625638406537283
1011169331227643910,0.0
1043108743112806400,0.005162144855837127
1106458075182055424,0.007229597936198326
1155459166380744709,0.007745019920318725
1164776817485471745,0.005032723990069962
1199397167493996544,0.06948051948051948
1200818228777357312,0.008906696140738694
1223200116670115850,0.008925673482635508
1238800491632607232,0.0443609022556391
1302616789348691968,0.011816222581733161
1323040160,0.005224132119986518
1343955493212065794,0.007592762253779203
1366505333523443715,0.01048951048951049
1378201201192398855,0.016666666666666666
1391766884052254720,0.02138810198300283
1437460740621938694,0.0015015015015015015
1683455144,0.007017437513891414
2201369448,0.030107526881720432
2297794564,0.030864197530864196
2560099966,0.008910960834037756
2741861003,0.04149620105201637
2831677321,0.06613756613756613
399219347,0.009309162175404213
479645115,0.011421888219778032
526896427,0.045625427204374576
5893702,0.004596152406617262
707353020640710656,0.00873015873015873
710579736519512064,0.01602287218725575
803567193875169280,0.007823613086770981
976824487340658688,0.047619047619047616
1000346763360919552,0.01257995735607676
1030547915427770368,0.04422128259337561
1030767500932341760,0.013271604938271606
1042797620,0.012315270935960592
104485125,0.014942528735632184
1052857951969525760,0.1051693404634581
1093897197668712449,0.026306306306306305
11174932,0.0
1200158643813003264,0.011990830541350733
1203597456031834113,0.0033766233766233766
1212756707757051904,0.05
1240690942904066049,0.015043130654323585
1254009103032225792,0.0035217035217035217
127886309,0.0
1325161988134227968,0.025174825174825177
1325373512,0.04895593965431112
1327657796050022401,0.009291521486643438
1370078456,0.1
138736601,0.031567489114658925
14724500,0.004267425320056899
1478698408965771274,0.0011270931730356377
170739225,0.07857142857142857
227007383,0.0
2331847077,0.054838709677419356
241608899,0.027472527472527472
245694460,0.04120397428404442
247863643,0.04047619047619048
2712011748,0.0
280516751,0.019230769230769232
284056610,0.0
29178622,0.0016018306636155606
30513255,0.007703081232492998
311539656,0.002189225204644965
325476794,0.0
351194561,0.09475806451612903
380473676,0.017094017094017096
384340494,0.01555023923444976
384788314,0.026143790849673203
387663403,0.005707000182138304
39454080,0.004613681102362204
402302715,0.0
41370439,0.007186290768380321
413883500,0.0
4193423303,0.021445221445221447
434505068,0.00510490070467649
434839840,0.020512820512820513
462352779,0.0017730496453900709
4833517913,0.017857142857142856
49427517,0.0271353482260184
49954018,0.02727272727272727
50007488,0.0
55238295,0.0373015873015873
560665017,0.0
61877999,0.004036186499652053
710902327977353218,0.02418207681365576
73971750,0.008207171314741036
84644743,0.1
865073894,0.0
869873746559062017,0.03137254901960784
986714714,0.0032679738562091504
990614590156308480,0.009487666034155597
1000365809204711424,0.0125
1243278293454987265,0.006950013365410318
1266623214991683584,0.0
1325209832257937408,0.0
1446432167513542673,0.007427307206068268
14516324,0.0011689070718877848
177164070,0.03263864186422827
31093211,0.0028735632183908046
32624061,0.011837905539170135
372937945,0.022411704407790514
380526746,0.034746831641540035
776465110856589312,0.011267456622936945
84300444,0.05263157894736842
898531222653206529,0.008395802098950524
95443928,0.06358885017421603
1000413697007915008,0.0
424084271,0.048515981735159815
776430344841101312,0.035681441971675554
1000424976,0.0
25676606,0.004050527194905522
1000426904191750144,0.046370967741935484
1244199163648147456,0.047032906512460414
1266649207,0.03181316660536962
1284557549723955200,0.007474429583005508
1335550642362912768,0.007873200041437895
1359959343345655810,0.00492831541218638
1418287435939786755,0.018018018018018018
1438224486185291922,0.004577661014250458
1477429311795773443,0.0
1480263252475101186,0.007387387387387387
1487469434654625792,0.06562137049941928
1959181656,0.01282051282051282
331617619,0.004638272623337531
40433343,0.00641025641025641
467392112,0.010769230769230769
4777703303,0.006153846153846154
585968039,0.050821934998117706
771304211157966848,0.0
78567974,0.005965248243614747
791671008,0.029411764705882353
1000438580995678208,0.010526315789473684
1009420195012792323,0.007789678675754625
1049660266340904960,0.013179026924893717
1275181631523995648,0.004734848484848485
150725695,0.00279876854184159
1647344210,0.01269169751454257
231902290,0.005853658536585366
2348699587,0.004729214340198322
2687439506,0.0011074197120708748
3305514245,0.0
3310422237,0.0125
404261386,0.023809523809523808
447231894,0.015291750503018108
57921144,0.003389830508474576
704689724,0.011886102403343783
747451360715616257,0.01935483870967742
881001960,0.005446148483792262
1000450321485791232,0.0
1000480351905632256,0.02623241077252819
1000832884771577862,0.0
1035546902,0.03534704370179949
1073978302451367937,0.05
1084193910,0.03980487804878049
1085912953466048512,0.06471726510427865
1091016844058742785,0.04487179487179487
1095412353427013633,0.005881654697608167
110179995,0.022222222222222223
1104384116991188993,0.0
1123567903297671170,0.01904761904761905
1160335674224128000,0.04492753623188406
1173223843,0.11756789821384879
1173701547492028416,0.06153184165232358
1181858258182688768,0.010227473108799153
1183873050275667970,0.006738544474393531
1215290216,0.02766531713900135
1233778725243826179,0.004207573632538569
1234458775,0.0687208398133748
1241659242404352000,0.08079847908745247
1243233998509309952,0.2011568123393316
1243575912337113088,0.044817225838758135
1249848746,0.049703133266709776
1251605058,0.008509636062014868
1252157256679985152,0.006228691319171256
1253984129160536064,0.1
1266679254793818112,0.0
1272984061,0.006277069863787584
1273201109499359237,0.11363636363636363
1294037310363795456,0.03636363636363636
1314728936,0.0392156862745098
1329378301308186631,0.018769787426503846
1330476782303256578,0.0
133167075,0.011558307533539732
1332750025,0.018637765282060584
1334546508,0.03896638275110069
1343135374059692033,0.010973084886128364
1360662567652384779,0.06060606060606061
1386423176,0.0
1386642197727129600,0.12213225371120108
1424378695674957825,0.0
1448557296,0.04727272727272727
1451424235,0.004783786564246768
1457774581146537990,0.011111111111111112
1460986218066362373,0.047619047619047616
1465092462356189184,0.06344086021505377
1471194182110912512,0.14285714285714285
1473559880053235717,0.006983240223463687
1480559052702760961,0.05238095238095238
1481482346738200580,0.0
1482370625339596801,0.0
1487180601941803013,0.12727272727272726
1614964946,0.03316214233308878
1722707281,0.007392339090316833
201789369,0.035650623885918005
2173239646,0.004232846891880996
217746059,0.006591705825315134
2196650893,0.049784615384615385
2212765333,0.12638436482084692
221737517,0.06521739130434782
2297691966,0.009820177820978302
2300311050,0.029411764705882353
2352723005,0.041666666666666664
2427827258,0.125
24398244,0.043184885290148446
2483011824,0.05357142857142857
253382876,0.0
2568712240,0.09644808743169399
264669243,0.024618149146451034
264774390,0.004024144869215292
2680186468,0.14935064935064934
270623814,0.03914767096134787
276032034,0.021174184217662477
278907226,0.01134278565471226
290597309,0.017639077340569877
302474022,0.0
3183593051,0.0
3200053252,0.07463414634146341
3298655780,0.0483935475269964
33994488,0.029006154547526784
350480549,0.010698073855968594
366075134,0.018247804679965483
3928901475,0.06717501815541031
398603525,0.06666666666666667
408880700,0.044444444444444446
416018070,0.023809523809523808
423088643,0.04031442493334559
46224994,0.007728483004253259
466594672,0.027659574468085105
475234937,0.012062529828409604
500882938,0.005565107230114922
50827580,0.0545790934320074
520603341,0.05357142857142857
52424550,0.0059764309764309765
528480384,0.011111111111111112
53634013,0.00821256038647343
560353561,0.024251805985552117
605614784,0.031773853452820244
608647135,0.007441814004594946
612793180,0.01904761904761905
615597661,0.0441468253968254
700469676846018560,0.020935960591133004
710428189273751552,0.0
719782999844368384,0.01935483870967742
753525726285008896,0.009431181844974948
765947855710326784,0.02142857142857143
784489264100827137,0.007807615230460922
786276460080209920,0.14285714285714285
79019842,0.007443914885422684
792849693793480704,0.012194231471339904
815169029681856512,0.019083407014441497
823975885963399168,0.007142857142857143
82926718,0.05846774193548387
831646859378774016,0.006707759245830312
839870304113455105,0.022222222222222223
842150238479634432,0.004166666666666667
842378066,0.020833333333333332
863114914184953857,0.0
889221137871360000,0.012641102608548598
909781259341172737,0.16477272727272727
919568303894515712,0.08582872401296968
949217047078162432,0.11458333333333333
988008620456587264,0.5
1000487752264273920,0.0
1097772121919496192,0.0
277995340,0.0
1000632484755800064,0.009523809523809525
1015870262,0.020731707317073172
1050412943622529024,0.0
1077691849,0.003401244855617156
1242851976368578561,0.0
1296808989305577472,0.004760997905160921
1347282456987258880,0.010841170323928945
1469776589856641025,0.0
24152905,0.013406292749658003
453813069,0.05238095238095238
52036241,0.012836438923395446
550416702,0.0
781392022800306176,0.00720687984496124
949280015652413445,0.0
987756923129876481,0.002629071379071379
1000671732712312832,0.0
1003273450859974656,0.0
1033423017781731329,0.0
1135141640,0.044444444444444446
1239177656970743808,0.0
1254500988116926466,0.0
1272591785773187074,0.0
1388824802497077250,0.0
1437566680511795200,0.0
444827693,0.0
921699811421761537,0.001976284584980237
1000713556264935424,0.0
1061259396,0.0
1355429815206240257,0.0
1405563478375550977,0.0
26063188,0.006785118739577943
567204150,0.01704205700617899
8097732,0.002631578947368421
83449728,0.047619047619047616
959097015945891840,0.05
1000730894221692928,0.0
1000800941661179904,0.0
1720220132,0.01383399209486166
1000821788589395968,0.3333333333333333
314537220,0.0752988666356156
1000832884771577856,0.004032258064516129
1235864054716981254,0.0
1246084454352859138,0.009071117561683599
1468627031974113280,0.0
1491842163600150529,0.017933848797250858
1494352672773840902,0.011904761904761904
163969416,0.0
2989721327,0.01023119851182567
3120386790,0.012046505112760892
3167399103,0.016923076923076923
491722490,0.013297872340425532
496477841,0.0
502299077,0.0
70388928,0.029233870967741934
777092386883248128,0.0031729243786356425
887115744,0.04411764705882353
888003701293625344,0.02051983584131327
95698009,0.0029450261780104713
1000835549870075904,0.03903903903903904
1103693880388657152,0.008229492903311788
1124004976240545793,0.03571428571428571
1147561443065249792,0.05787037037037037
1161729726286827521,0.05228758169934641
1165583241056796672,0.05602665051483949
1201756713117982721,0.009523809523809525
1254832039,0.013291208192613575
1267892826077122561,0.10256410256410256
146580333,0.0
152336863,0.06666666666666667
2227711330,0.009216589861751152
2338169095,0.019410496046010063
23615081,0.007244908298713142
294236862,0.0021258503401360546
335964986,0.04129102055535521
372114824,0.012802275960170697
389490141,0.0
420351046,0.0024001274001274
450967844,0.05303030303030303
467411504,0.017857142857142856
497995758,0.005599258689694604
500714041,0.0
562796208,0.07685563997662186
56665138,0.029411764705882353
828717014,0.0023151086980874214
836972174539911169,0.08095238095238096
944913995357655040,0.0
971444556502831105,0.055384615384615386
1000837419426566144,0.07142857142857142
1372897890234949635,0.004524425907282228
2865778413,0.00999949112004478
3719235687,0.023574561403508772
442970267,0.04671847489527048
1000843373056610304,0.0
1000843531286609920,0.041666666666666664
1264662198376435713,0.004761904761904762
1272821807658172418,0.003517748640869843
16328363,0.0
392767220,0.005803104941035976
437901548,0.08333333333333333
543774554,0.0024675324675324677
1000857460926709760,0.06944444444444445
454875570,0.035437430786267994
58748101,0.0026008178964075116
61765111,0.002999810138598823
8001112,0.005835074016892199
1000859842179977216,0.015503875968992248
1000859842179977218,0.0
1109248633499779072,0.02170940170940171
1123599515758616576,0.022727272727272728
1197556268132716546,0.009899105273177233
1296134026282115077,0.00853658536585366
1297607508337610754,0.005286291280589214
1320936355,0.0
1362017284991164420,0.012762762762762763
1401615084259057669,0.0
1401911906,0.020555434069538595
1402578117877800964,0.007699379452999311
142204068,0.0
1425767455092363264,0.016015280634734057
19604083,0.01730769230769231
245969509,0.00976539240204835
2464545162,0.0
2886409072,0.01238437821171634
329492939,0.005136986301369863
384927198,0.005562986381322957
406981868,0.030787546725382763
419778202,0.007575757575757576
4758512368,0.008064516129032258
516350127,0.006299959355100935
598511212,0.02
794452084137594880,0.0
797506411148312576,0.022644649257552482
824699394507374593,0.0
852787939192913920,0.0
927082823319728128,0.16666666666666666
1000861194037743616,0.012032085561497326
1004518518,0.05
3049789218,0.12857142857142856
1000872195227340800,0.010758998435054772
1025657582185271296,0.058184143222506396
1028237982560645121,0.05
1047429818004983808,0.0041719024880623274
1062937651,0.029644268774703556
1102941035662114818,0.0
1203754300998115328,0.0
1222871997971095552,0.01871069182389937
1231894919268196353,0.022048364153627313
1321146666603393026,0.02197802197802198
1338991452681072642,0.02631578947368421
1347852142070145024,0.02154882154882155
1350168122976841728,0.047619047619047616
1360265669703589890,0.0
1362047880,0.21428571428571427
1396129968938229764,0.03636363636363636
1480592966905380872,0.0
1491445378415308801,0.007459207459207459
150196030,0.00909090909090909
18762875,0.015503875968992248
19682207,0.025
2166350907,0.05
221443448,0.03076923076923077
2263151076,0.04473684210526316
2343512623,0.05
2346570771,0.03216374269005848
2359694207,0.047619047619047616
2401974947,0.016666666666666666
2483850749,0.0
26143609,0.0032650099764193726
269345936,0.009259259259259259
3121028094,0.0
313323905,0.011904761904761904
324254835,0.0
328945807,0.01098901098901099
33179713,0.08333333333333333
370639956,0.023809523809523808
392626820,0.03949579831932773
418768394,0.002691511387163561
447923082,0.02217741935483871
455817736,0.07142857142857142
4884300231,0.047379032258064516
496201370,0.01383399209486166
592489826,0.0
66949626,0.00641025641025641
714481631113953280,0.009387755102040816
731407491884564480,0.01818181818181818
741394259996246016,0.013450292397660818
766333323966906369,0.047692307692307694
771613884,0.008130081300813009
873574661078102016,0.0
890545922706477056,0.1
916522718,0.033776301218161685
973702676935528448,0.0743906299461855
9940892,0.0005537098560354374
996006974230859778,0.0
1000872581258498048,0.07051282051282051
1311755732782657536,0.007762793914246197
1403751908125331456,0.01422475106685633
49018471,0.03362290862290862
1000877968963657728,0.016483516483516484
1253076614088478720,0.05454545454545454
1267459884,0.0
1388489605369016321,0.00510204081632653
2296124746,0.012621916236374068
4572998716,0.011080080140853621
1000959834,0.07083333333333333
1063806444380798976,0.050701659695047904
146738509,0.022766139375801624
3140067088,0.01107419712070875
3309458867,0.010844748858447488
903207318501957632,0.04208219668172264
1000973052535017472,0.04945054945054945
1935534786,0.008074534161490683
2794337039,0.007758488717430575
453253010,0.00505030934759303
707022920,0.005912952696378429
744659342738210816,0.07112229679343773
1000982944251629568,0.08583959899749373
1000144495499993089,0.0071645081289611464
1004821348730929152,0.034188989758955325
1006493750,0.04438565549676661
1016249336903159808,0.03873314031494951
1032615842,0.026812307201361556
1309160994996916226,0.007555968344265784
1380839609085661185,0.022222222222222223
1459504981992787982,0.03216374269005848
1460947166839685128,0.008320679481006876
1463120256398995456,0.045471841704718415
1471565898435735555,0.0
2322670973,0.0409626216077829
3318877703,0.04357573210032226
413935857,0.03459119496855346
708641127520460801,0.007575757575757576
738092501853216768,0.01201000834028357
851112127,0.04252873563218391
894650322534223876,0.0
980916806520049664,0.0
997097317240012800,0.02633889376646181
1000999041730334720,0.0
1001004530564304896,0.0
1017699364771426304,0.0
1001006498082934784,0.006618962432915921
1034060342073143296,0.012345679012345678
1053949922003828737,0.003875968992248062
106560408,0.002882882882882883
112732827,0.0
113402282,0.0020242914979757085
1142345372,0.0013297872340425532
1208077602,0.011784511784511785
130851801,0.05216346153846154
1347561192,0.002898550724637681
1349831750,0.05
1355065410,0.016483516483516484
1363893966,0.006628787878787879
137047972,0.004389815627743635
1380510872,0.002486273697296177
1407277149531353088,0.005216095380029807
1424103625,0.0
145225789,0.0
145669488,0.00319693094629156
1468986387055751175,0.00975177304964539
148483413,0.03
172319459,0.0
191490413,0.0035643564356435645
191524366,0.007692307692307693
216361540,0.0046846846846846845
22044386,0.0
2217464370,0.0
223858839,0.035918367346938776
2303644001,0.003415618692749573
2416067982,0.002487183391706005
2418915979,0.0071301247771836
259106666,0.0
2623362653,0.006842473279392668
2695769460,0.029160739687055477
2733473705,0.0004914004914004914
28098604,0.07575757575757576
2827548365,0.007575757575757576
2842400818,0.007346272446943588
295754318,0.015306122448979591
2960449294,0.002459016393442623
30489163,0.0
3076910169,0.0
333410580,0.012457912457912458
36304268,0.002420856610800745
372273460,0.0005844535359438924
383116512,0.012987012987012988
386800314,0.005059704513256426
388346603,0.0
389131517,0.007901668129938543
404228630,0.0032258064516129032
417260423,0.014266900790166813
419760997,0.007030914555603263
423281726,0.015151515151515152
425261926,0.003669319186560566
434558035,0.001105583195135434
444101286,0.011627906976744186
4702133172,0.021924179488679578
47163400,0.0
47969711,0.0
48340544,0.007135575942915392
488623615,0.0
492325083,0.0
49356718,0.002378525314305131
50689313,0.006958994313079917
510528209,0.007575757575757576
52123835,0.014949031848997707
524160310,0.008391608391608392
55862897,0.006804214223002634
572817456,0.017732659463227607
608534375,0.0008865248226950354
732819391,0.0010080645161290322
73670044,0.003676470588235294
780024711510130689,0.0142602495543672
835684763302309888,0.007686932215234102
85186792,0.0
877570096302051328,0.02227342549923195
895702736,0.0014441046551138294
906006884678647808,0.0
918041406043770880,0.10909090909090909
940499085886480384,0.004506551541316368
965187081319395328,0.007894736842105263
975474090,0.0031288773803743865
984810222,0.004329004329004329
993225440,0.016975308641975308
1001037676454309888,0.03129890453834116
1007426772,0.01098901098901099
1034956784094662656,0.027234267583289264
1044494585001639936,0.027020366317698784
1079788976221966340,0.014328808446455505
1091963502229639168,0.04480922803904171
1119215558057242631,0.0
1204566027918618624,0.10278745644599303
1256208364972978176,0.08874458874458875
130537001,0.004177433247200689
1321756970798469120,0.0
1353290654084980736,0.04736842105263158
1398605094187376641,0.001568627450980392
1427621280988160009,0.002335279399499583
14702101,0.02766798418972332
1485039381798866947,0.022448979591836733
15265345,0.016129032258064516
188043254,0.03302857142857143
2153639454,0.05228758169934641
2525778087,0.020885527076508
2748927413,0.006944444444444444
2797587980,0.0
2901246066,0.014245014245014245
2980923340,0.005401421310862247
3045945338,0.04213603308142022
327906420,0.0052677787532923615
337767301,0.008611819314712978
384516505,0.02431372549019608
390032884,0.03530412034009156
402352368,0.0
405078982,0.025297280921002804
526448857,0.005354361370716511
566428916,0.024264870931537598
63469183,0.0455820476858345
703910854966829056,0.0
761582724176027649,0.0037273156580989
777844967695941632,0.005928853754940711
786559574,0.005867014341590613
818878672862121985,0.006134969325153374
893436086,0.009086648404483123
919526072,0.011620926243567753
1001039446555480064,0.0016806722689075631
1012961360,0.13333333333333333
1113338427339083776,0.0024161073825503354
121424128,0.0049435028248587575
1416673509875519490,0.0
149623769,0.007228776312745778
15398493,0.014754098360655738
19284516,0.004329004329004329
2410745141,0.0
3372744029,0.006097560975609756
3635334923,0.0
381369966,0.0
418771814,0.0
448172574,0.02727272727272727
466499074,0.004702194357366771
477644408,0.00620136186770428
87648878,0.0
895565287,0.0009350163627863488
908637973436084224,0.003856749311294766
964437529792516096,0.022222222222222223
1001057886322216960,0.008064516129032258
1021709448006520833,0.011111111111111112
115690700,0.022727272727272728
1250733053565120513,0.0
1253294964748038144,0.0
132880191,0.00972972972972973
1463138094962647043,0.0
192899133,0.01282051282051282
2232945925,0.07142857142857142
2292308845,0.16666666666666666
234004465,0.0
2343894636,0.0
2656962102,0.0
280543999,0.016698603887215988
2834438055,0.0
290114076,0.0
291294443,0.019765166340508806
2971932658,0.05
306148468,0.04177683765203596
320405599,0.0
395218906,0.002007607776838546
405044568,0.0
444921429,0.12222222222222222
483807769,0.01155115511551155
484751420,0.0
500711588,0.004772583520211603
6062112,0.006798245614035088
636433553,0.014799154334038054
84534842,0.0
854426041741398017,0.0
1001073386796306432,0.0
384431924,0.006086059534335397
466834472,0.0029366700715015323
1001083352873619456,0.0
1001084520232308736,0.0
1337112365880528898,0.0
1346773040567353344,0.0
1367359873,0.0
2253042083,0.0
2358909568,0.0018066847335140017
2675107808,0.0
4100708253,0.0
4180053033,0.0025991792065663474
1001095436877402112,0.011857707509881422
1119685232708521986,0.006535947712418301
1167958151523643392,0.0
1338418309079961601,0.041666666666666664
14060262,0.006270996640537514
14406841,0.003171247357293869
213680930,0.0
3545192475,0.0
39240661,0.004123711340206186
403024792,0.000877963125548727
47626792,0.0032377428307123032
48971905,0.0
593522933,0.0033222591362126247
892382794810363904,0.007705538355693154
