In-degree,Clustering coefficient
5,0.10702341137123746
510,0.016907896030035185
547,0.017355608544755305
83,0.005289450484866294
121,0.008195592286501378
623,0.013737907766830175
321,0.0045755451713395635
0,0.044997662459093035
64,0.016617063492063492
2,0.03359605126980336
3,0.020624008461131677
721,0.008243211204931338
285,0.030898073004182902
6,0.05398110661268556
140,0.007810894141829393
94,0.02326343381389253
465,0.005987446122175148
63,0.055130784708249496
93,0.015895278167367927
7,0.047619047619047616
320,0.03732683427398666
27,0.03418803418803419
2,0.0
147,0.006523157208088715
600,0.007604340567612688
12,0.022727272727272728
1216,0.0037375460255577213
6,0.0
714,0.0055000962516844045
146,0.007794048181388758
106,0.006019766397124888
195,0.006079830822098863
299,0.016919668198714544
287,0.00705392168806803
78,0.006826506826506827
887,0.0058176672833835106
603,0.005205759283054924
35,0.04344624447717231
25,0.02897787144362487
140,0.005762871988663203
146,0.010581010864430798
33,0.031028551771585828
277,0.0176841441630766
97,0.06265
175,0.04587234626333299
521,0.011956877069801157
15,0.014285714285714285
22,0.03168457648546144
544,0.0076711623876069765
275,0.02211316669020383
8,0.027952610144390967
3,0.07142857142857142
9,0.044444444444444446
363,0.02214894081677222
128,0.02902943109618053
635,0.009074925492476557
148,0.006480970766685052
874,0.0056268754076973255
265,0.01800275848718755
294,0.00901999024865919
14,0.0
224,0.01574263057516646
137,0.02345427221983684
750,0.009805073431241656
433,0.015641799490710175
223,0.014280683545242243
77,0.009567901234567902
74,0.04306710721203145
255,0.019176972909305066
231,0.00702051571616789
1135,0.009321527225943165
443,0.01186378354085166
323,0.007663019441186085
187,0.01750905640848715
38,0.014950166112956811
838,0.009544914496255457
67,0.011985526910900044
165,0.0464212135309364
85,0.00392156862745098
341,0.01947939824307699
294,0.001694915254237288
73,0.00684931506849315
52,0.02526395173453997
366,0.01027022980762033
1330,0.007714923802823265
426,0.009301297983982324
392,0.00366668406493032
220,0.01277864276762997
81,0.026234567901234566
231,0.02120225145459145
22,0.05116653258246179
6,0.0
0,0.0
70,0.006004140786749482
37,0.016516516516516516
199,0.0088447931087525
70,0.012422360248447204
49,0.003826530612244898
0,0.0
421,0.002188666440447913
115,0.01211484593837535
185,0.009929494712103408
277,0.004402254369789367
132,0.006708304418228082
0,0.0
94,0.005719514985129261
5,0.0
0,0.008620689655172414
261,0.0022546419098143236
1,0.0
13,0.030952380952380953
784,0.003007317537256875
124,0.048710796652833524
295,0.0029189669395266195
13,0.03594771241830065
77,0.007006151742993848
11,0.0
42,0.014646464646464647
45,0.010101010101010102
35,0.010084033613445379
68,0.007462686567164179
24,0.0018115942028985507
44,0.014799154334038054
3,0.0
118,0.00492539475590323
3,0.0
111,0.03275747508305648
1,0.0
3,0.0
164,0.005199760586562921
4,0.017857142857142856
4,0.0
33,0.01160541586073501
39,0.012653061224489797
1,0.0
145,0.020019651191353474
170,0.0012530455969369996
0,0.0
74,0.03321123321123321
61,0.000546448087431694
495,0.005111622753596995
212,0.004629223343571742
54,0.001397624039133473
0,0.0
3,0.0
0,0.022222222222222223
96,0.05358307706644302
972,0.01159491402483253
305,0.0026747195858498707
91,0.04522792022792023
177,0.010378975433250809
9,0.0
328,0.021367171510437988
0,0.0
9,0.05241090146750524
89,0.00625638406537283
15,0.0
478,0.005162144855837127
685,0.007229597936198326
251,0.007745019920318725
211,0.005032723990069962
33,0.06948051948051948
329,0.008906696140738694
79,0.008925673482635508
67,0.0443609022556391
963,0.011816222581733161
644,0.005224132119986518
296,0.007592762253779203
66,0.01048951048951049
16,0.016666666666666666
250,0.02138810198300283
333,0.0015015015015015015
693,0.007017437513891414
31,0.030107526881720432
25,0.030864197530864196
169,0.008910960834037756
19,0.04149620105201637
10,0.06613756613756613
157,0.009309162175404213
283,0.011421888219778032
71,0.045625427204374576
361,0.004596152406617262
36,0.00873015873015873
212,0.01602287218725575
38,0.007823613086770981
7,0.047619047619047616
3,0.01257995735607676
92,0.04422128259337561
81,0.013271604938271606
29,0.012315270935960592
30,0.014942528735632184
14,0.1051693404634581
75,0.026306306306306305
1,0.0
107,0.011990830541350733
176,0.0033766233766233766
2,0.05
98,0.015043130654323585
111,0.0035217035217035217
1,0.0
46,0.025174825174825177
90,0.04895593965431112
42,0.009291521486643438
6,0.1
53,0.031567489114658925
38,0.004267425320056899
137,0.0011270931730356377
18,0.07857142857142857
1,0.0
24,0.054838709677419356
14,0.027472527472527472
59,0.04120397428404442
36,0.04047619047619048
1,0.0
13,0.019230769230769232
2,0.0
115,0.0016018306636155606
85,0.007703081232492998
102,0.002189225204644965
1,0.0
28,0.09475806451612903
27,0.017094017094017096
77,0.01555023923444976
18,0.026143790849673203
182,0.005707000182138304
128,0.004613681102362204
1,0.0
135,0.007186290768380321
1,0.0
66,0.021445221445221447
199,0.00510490070467649
66,0.020512820512820513
189,0.0017730496453900709
8,0.017857142857142856
110,0.0271353482260184
55,0.02727272727272727
1,0.0
36,0.0373015873015873
1,0.0
480,0.004036186499652053
38,0.02418207681365576
251,0.008207171314741036
6,0.1
2,0.0
85,0.03137254901960784
18,0.0032679738562091504
176,0.009487666034155597
0,0.0125
87,0.006950013365410318
15,0.0
17,0.0
113,0.007427307206068268
59,0.0011689070718877848
337,0.03263864186422827
145,0.0028735632183908046
212,0.011837905539170135
22,0.022411704407790514
43,0.034746831641540035
129,0.011267456622936945
39,0.05263157894736842
116,0.008395802098950524
118,0.06358885017421603
0,0.0
69,0.048515981735159815
104,0.035681441971675554
0,0.0
309,0.004050527194905522
0,0.046370967741935484
171,0.047032906512460414
14,0.03181316660536962
124,0.007474429583005508
194,0.007873200041437895
217,0.00492831541218638
75,0.018018018018018018
159,0.004577661014250458
4,0.0
75,0.007387387387387387
10,0.06562137049941928
27,0.01282051282051282
744,0.004638272623337531
13,0.00641025641025641
26,0.010769230769230769
26,0.006153846153846154
152,0.050821934998117706
2,0.0
584,0.005965248243614747
17,0.029411764705882353
0,0.010526315789473684
79,0.007789678675754625
129,0.013179026924893717
33,0.004734848484848485
398,0.00279876854184159
56,0.01269169751454257
321,0.005853658536585366
115,0.004729214340198322
43,0.0011074197120708748
19,0.0
16,0.0125
7,0.023809523809523808
71,0.015291750503018108
60,0.003389830508474576
88,0.011886102403343783
31,0.01935483870967742
152,0.005446148483792262
0,0.0
0,0.02623241077252819
3,0.0
23,0.03534704370179949
5,0.05
105,0.03980487804878049
29,0.06471726510427865
13,0.04487179487179487
581,0.005881654697608167
3,0.022222222222222223
3,0.0
15,0.01904761904761905
13,0.04492753623188406
66,0.11756789821384879
36,0.06153184165232358
107,0.010227473108799153
106,0.006738544474393531
1,0.02766531713900135
93,0.004207573632538569
56,0.0687208398133748
29,0.08079847908745247
23,0.2011568123393316
11,0.044817225838758135
46,0.049703133266709776
3,0.008509636062014868
124,0.006228691319171256
6,0.1
12,0.0
179,0.006277069863787584
12,0.11363636363636363
11,0.03636363636363636
18,0.0392156862745098
67,0.018769787426503846
4,0.0
171,0.011558307533539732
149,0.018637765282060584
186,0.03896638275110069
70,0.010973084886128364
12,0.06060606060606061
3,0.0
39,0.12213225371120108
1,0.0
19,0.04727272727272727
237,0.004783786564246768
10,0.011111111111111112
7,0.047619047619047616
29,0.06344086021505377
7,0.14285714285714285
180,0.006983240223463687
15,0.05238095238095238
10,0.0
3,0.0
11,0.12727272727272726
197,0.03316214233308878
548,0.007392339090316833
8,0.035650623885918005
158,0.004232846891880996
328,0.006591705825315134
67,0.049784615384615385
25,0.12638436482084692
17,0.06521739130434782
256,0.009820177820978302
17,0.029411764705882353
9,0.041666666666666664
8,0.125
32,0.043184885290148446
7,0.05357142857142857
1,0.0
61,0.09644808743169399
106,0.024618149146451034
71,0.004024144869215292
22,0.14935064935064934
15,0.03914767096134787
278,0.021174184217662477
110,0.01134278565471226
67,0.017639077340569877
3,0.0
2,0.0
39,0.07463414634146341
40,0.0483935475269964
66,0.029006154547526784
286,0.010698073855968594
199,0.018247804679965483
7,0.06717501815541031
10,0.06666666666666667
10,0.044444444444444446
7,0.023809523809523808
115,0.04031442493334559
236,0.007728483004253259
169,0.027659574468085105
717,0.012062529828409604
257,0.005565107230114922
21,0.0545790934320074
8,0.05357142857142857
354,0.0059764309764309765
46,0.011111111111111112
46,0.00821256038647343
65,0.024251805985552117
171,0.031773853452820244
142,0.007441814004594946
15,0.01904761904761905
64,0.0441468253968254
29,0.020935960591133004
2,0.0
31,0.01935483870967742
117,0.009431181844974948
4,0.02142857142857143
500,0.007807615230460922
7,0.14285714285714285
574,0.007443914885422684
166,0.012194231471339904
115,0.019083407014441497
37,0.007142857142857143
32,0.05846774193548387
197,0.006707759245830312
10,0.022222222222222223
16,0.004166666666666667
16,0.020833333333333332
2,0.0
218,0.012641102608548598
33,0.16477272727272727
51,0.08582872401296968
33,0.11458333333333333
2,0.5
0,0.0
10,0.0
15,0.0
0,0.009523809523809525
41,0.020731707317073172
3,0.0
235,0.003401244855617156
8,0.0
173,0.004760997905160921
88,0.010841170323928945
4,0.0
86,0.013406292749658003
21,0.05238095238095238
68,0.012836438923395446
9,0.0
129,0.00720687984496124
1,0.0
481,0.002629071379071379
0,0.0
1,0.0
9,0.0
10,0.044444444444444446
10,0.0
8,0.0
20,0.0
4,0.0
16,0.0
85,0.0
23,0.001976284584980237
0,0.0
10,0.0
2,0.0
36,0.0
187,0.006785118739577943
174,0.01704205700617899
20,0.002631578947368421
7,0.047619047619047616
5,0.05
0,0.0
0,0.0
23,0.01383399209486166
0,0.3333333333333333
36,0.0752988666356156
0,0.004032258064516129
2,0.0
53,0.009071117561683599
1,0.0
97,0.017933848797250858
21,0.011904761904761904
4,0.0
213,0.01023119851182567
117,0.012046505112760892
26,0.016923076923076923
48,0.013297872340425532
1,0.0
7,0.0
32,0.029233870967741934
62,0.0031729243786356425
17,0.04411764705882353
73,0.02051983584131327
192,0.0029450261780104713
0,0.03903903903903904
334,0.008229492903311788
8,0.03571428571428571
31,0.05787037037037037
18,0.05228758169934641
20,0.05602665051483949
21,0.009523809523809525
8,0.013291208192613575
13,0.10256410256410256
25,0.0
6,0.06666666666666667
63,0.009216589861751152
84,0.019410496046010063
139,0.007244908298713142
49,0.0021258503401360546
23,0.04129102055535521
38,0.012802275960170697
4,0.0
293,0.0024001274001274
12,0.05303030303030303
8,0.017857142857142856
319,0.005599258689694604
6,0.0
31,0.07685563997662186
34,0.029411764705882353
517,0.0023151086980874214
15,0.08095238095238096
3,0.0
26,0.055384615384615386
0,0.07142857142857142
409,0.004524425907282228
394,0.00999949112004478
76,0.023574561403508772
120,0.04671847489527048
0,0.0
2,0.041666666666666664
15,0.004761904761904762
531,0.003517748640869843
4,0.0
232,0.005803104941035976
2,0.08333333333333333
176,0.0024675324675324677
0,0.06944444444444445
33,0.035437430786267994
397,0.0026008178964075116
230,0.002999810138598823
364,0.005835074016892199
0,0.015503875968992248
3,0.0
12,0.02170940170940171
12,0.022727272727272728
103,0.009899105273177233
165,0.00853658536585366
184,0.005286291280589214
8,0.0
37,0.012762762762762763
11,0.0
236,0.020555434069538595
229,0.007699379452999311
4,0.0
81,0.016015280634734057
39,0.01730769230769231
618,0.00976539240204835
1,0.0
140,0.01238437821171634
73,0.005136986301369863
257,0.005562986381322957
228,0.030787546725382763
12,0.007575757575757576
31,0.008064516129032258
122,0.006299959355100935
22,0.02
8,0.0
262,0.022644649257552482
3,0.0
14,0.0
3,0.16666666666666666
84,0.012032085561497326
5,0.05
5,0.12857142857142856
1,0.010758998435054772
18,0.058184143222506396
5,0.05
344,0.0041719024880623274
23,0.029644268774703556
5,0.0
1,0.0
139,0.01871069182389937
38,0.022048364153627313
14,0.02197802197802198
20,0.02631578947368421
55,0.02154882154882155
7,0.047619047619047616
6,0.0
7,0.21428571428571427
11,0.03636363636363636
6,0.0
66,0.007459207459207459
11,0.00909090909090909
172,0.015503875968992248
41,0.025
20,0.05
22,0.03076923076923077
3,0.04473684210526316
5,0.05
19,0.03216374269005848
7,0.047619047619047616
16,0.016666666666666666
5,0.0
146,0.0032650099764193726
28,0.009259259259259259
1,0.0
21,0.011904761904761904
5,0.0
14,0.01098901098901099
12,0.08333333333333333
7,0.023809523809523808
35,0.03949579831932773
70,0.002691511387163561
32,0.02217741935483871
8,0.07142857142857142
32,0.047379032258064516
23,0.01383399209486166
3,0.0
13,0.00641025641025641
50,0.009387755102040816
11,0.01818181818181818
10,0.013450292397660818
26,0.047692307692307694
42,0.008130081300813009
2,0.0
5,0.1
43,0.033776301218161685
41,0.0743906299461855
43,0.0005537098560354374
6,0.0
0,0.07051282051282051
240,0.007762793914246197
38,0.01422475106685633
98,0.03362290862290862
0,0.016483516483516484
7,0.05454545454545454
16,0.0
49,0.00510204081632653
84,0.012621916236374068
172,0.011080080140853621
0,0.07083333333333333
181,0.050701659695047904
41,0.022766139375801624
43,0.01107419712070875
73,0.010844748858447488
102,0.04208219668172264
0,0.04945054945054945
70,0.008074534161490683
571,0.007758488717430575
393,0.00505030934759303
813,0.005912952696378429
88,0.07112229679343773
17,0.08583959899749373
191,0.0071645081289611464
114,0.034188989758955325
8,0.04438565549676661
208,0.03873314031494951
339,0.026812307201361556
322,0.007555968344265784
10,0.022222222222222223
19,0.03216374269005848
403,0.008320679481006876
29,0.045471841704718415
2,0.0
37,0.0409626216077829
21,0.04357573210032226
48,0.03459119496855346
12,0.007575757575757576
110,0.01201000834028357
5,0.04252873563218391
6,0.0
5,0.0
58,0.02633889376646181
0,0.0
0,0.0
7,0.0
0,0.006618962432915921
25,0.012345679012345678
129,0.003875968992248062
75,0.002882882882882883
2,0.0
39,0.0020242914979757085
48,0.0013297872340425532
55,0.011784511784511785
55,0.05216346153846154
70,0.002898550724637681
5,0.05
14,0.016483516483516484
33,0.006628787878787879
68,0.004389815627743635
197,0.002486273697296177
122,0.005216095380029807
5,0.0
39,0.0
69,0.00319693094629156
48,0.00975177304964539
25,0.03
2,0.0
101,0.0035643564356435645
65,0.007692307692307693
75,0.0046846846846846845
2,0.0
1,0.0
27,0.035918367346938776
114,0.003415618692749573
199,0.002487183391706005
34,0.0071301247771836
3,0.0
142,0.006842473279392668
38,0.029160739687055477
109,0.0004914004914004914
12,0.07575757575757576
12,0.007575757575757576
142,0.007346272446943588
49,0.015306122448979591
61,0.002459016393442623
6,0.0
3,0.0
49,0.012457912457912458
180,0.002420856610800745
59,0.0005844535359438924
20,0.012987012987012988
244,0.005059704513256426
11,0.0
68,0.007901668129938543
31,0.0032258064516129032
68,0.014266900790166813
137,0.007030914555603263
33,0.015151515151515152
252,0.003669319186560566
133,0.001105583195135434
43,0.011627906976744186
126,0.021924179488679578
35,0.0
7,0.0
109,0.007135575942915392
1,0.0
3,0.0
109,0.002378525314305131
250,0.006958994313079917
12,0.007575757575757576
186,0.014949031848997707
66,0.008391608391608392
68,0.006804214223002634
152,0.017732659463227607
48,0.0008865248226950354
32,0.0010080645161290322
17,0.003676470588235294
34,0.0142602495543672
54,0.007686932215234102
20,0.0
59,0.02227342549923195
109,0.0014441046551138294
11,0.0
11,0.10909090909090909
162,0.004506551541316368
20,0.007894736842105263
334,0.0031288773803743865
22,0.004329004329004329
10,0.016975308641975308
0,0.03129890453834116
14,0.01098901098901099
9,0.027234267583289264
273,0.027020366317698784
52,0.014328808446455505
35,0.04480922803904171
10,0.0
31,0.10278745644599303
7,0.08874458874458875
216,0.004177433247200689
19,0.0
16,0.04736842105263158
51,0.001568627450980392
110,0.002335279399499583
23,0.02766798418972332
50,0.022448979591836733
31,0.016129032258064516
29,0.03302857142857143
18,0.05228758169934641
362,0.020885527076508
64,0.006944444444444444
1,0.0
27,0.014245014245014245
300,0.005401421310862247
43,0.04213603308142022
68,0.0052677787532923615
588,0.008611819314712978
51,0.02431372549019608
221,0.03530412034009156
3,0.0
153,0.025297280921002804
321,0.005354361370716511
270,0.024264870931537598
79,0.0455820476858345
3,0.0
244,0.0037273156580989
23,0.005928853754940711
118,0.005867014341590613
163,0.006134969325153374
490,0.009086648404483123
258,0.011620926243567753
0,0.0016806722689075631
6,0.13333333333333333
150,0.0024161073825503354
175,0.0049435028248587575
7,0.0
132,0.007228776312745778
61,0.014754098360655738
22,0.004329004329004329
3,0.0
41,0.006097560975609756
4,0.0
6,0.0
3,0.0
11,0.02727272727272727
88,0.004702194357366771
257,0.00620136186770428
1,0.0
93,0.0009350163627863488
121,0.003856749311294766
10,0.022222222222222223
0,0.008064516129032258
10,0.011111111111111112
12,0.022727272727272728
1,0.0
2,0.0
73,0.00972972972972973
4,0.0
40,0.01282051282051282
15,0.07142857142857142
3,0.16666666666666666
18,0.0
3,0.0
3,0.0
75,0.016698603887215988
1,0.0
4,0.0
68,0.019765166340508806
5,0.05
40,0.04177683765203596
3,0.0
151,0.002007607776838546
1,0.0
15,0.12222222222222222
102,0.01155115511551155
1,0.0
187,0.004772583520211603
96,0.006798245614035088
42,0.014799154334038054
2,0.0
2,0.0
0,0.0
255,0.006086059534335397
88,0.0029366700715015323
0,0.0
0,0.0
23,0.0
3,0.0
13,0.0
11,0.0
82,0.0018066847335140017
13,0.0
13,0.0
86,0.0025991792065663474
1,0.011857707509881422
18,0.006535947712418301
4,0.0
9,0.041666666666666664
93,0.006270996640537514
44,0.003171247357293869
19,0.0
6,0.0
195,0.004123711340206186
68,0.000877963125548727
47,0.0032377428307123032
7,0.0
43,0.0033222591362126247
171,0.007705538355693154
1,0.0
8,0.0
42,0.009291521486643438
17,0.043824701195219126
14,0.0
1,0.011616161616161616
61,0.004918032786885246
62,0.0013220518244315177
11,0.03418803418803419
157,0.004940388698350482
27,0.016187930580130256
6,0.03333333333333333
6,0.0
104,0.01895070948469007
65,0.009950248756218905
3,0.0
33,0.003787878787878788
14,0.04086021505376344
4,0.08333333333333333
1,0.0
26,0.009230769230769232
13,0.0
15,0.0
4,0.0
116,0.0061469265367316344
21,0.021169354838709676
35,0.029069767441860465
6,0.0
21,0.009523809523809525
32,0.027617764563783332
19,0.011695906432748537
46,0.026729937530033637
0,0.01098901098901099
37,0.02531009051290647
3,0.0
95,0.0016797312430011197
80,0.006170886075949367
161,0.0007763975155279503
0,0.02857142857142857
58,0.00030248033877797946
139,0.0105344295991778
219,0.019702380952380954
106,0.009164420485175202
120,0.0404723564143854
175,0.008604269293924466
0,0.023809523809523808
14,0.01098901098901099
47,0.02312673450508788
57,0.041524265208475734
4,0.0
0,0.0
393,0.0014864724515760502
0,0.00392156862745098
40,0.001282051282051282
34,0.00089126559714795
50,0.0016326530612244899
52,0.013951734539969835
20,0.0
110,0.02038558786346397
18,0.0
38,0.001422475106685633
167,0.009989557953358858
28,0.017241379310344827
6,0.0
5,0.0
173,0.001948051948051948
101,0.0066336633663366335
24,0.02275960170697013
55,0.009981851179673321
72,0.005868544600938967
14,0.0
154,0.002631355572532043
39,0.014990328820116054
36,0.007142857142857143
0,0.0
96,0.004824561403508772
209,0.017521462403789226
1,0.022222222222222223
1,0.0
85,0.039775910364145656
39,0.006747638326585695
1,0.0
0,0.0
0,0.0
8,0.0
77,0.0017088174982911825
84,0.004159495123350545
61,0.004098360655737705
60,0.01327683615819209
86,0.00560875512995896
0,0.16666666666666666
32,0.056265984654731455
0,0.005494505494505495
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
37,0.013289036544850499
6,0.0
1,0.0
13,0.0
0,0.0
0,0.02513227513227513
17,0.04040552453717308
97,0.029219566840926064
1,0.0
29,0.012315270935960592
4,0.0
29,0.0
65,0.009863123993558777
2,0.0
44,0.010570824524312896
0,0.007352941176470588
1,0.0
18,0.0
1,0.0
3,0.16666666666666666
167,0.004617271481134117
42,0.005226480836236934
4,0.0
1,0.0
164,0.011754773347187946
10,0.030303030303030304
10,0.0
2,0.0
4,0.0
0,0.007575757575757576
45,0.03483309143686502
50,0.009387755102040816
73,0.024385964912280702
0,0.0
0,0.03278688524590164
2,0.065
99,0.008554937126365698
125,0.02156177156177156
33,0.011363636363636364
113,0.009639696586599241
43,0.011627906976744186
88,0.004963427377220481
54,0.015373864430468204
19,0.0029239766081871343
41,0.01524390243902439
4,0.0
115,0.0028222730739893213
63,0.018076518076518076
92,0.010518934081346423
205,0.04651039005280191
155,0.003770423125261835
31,0.030303030303030304
51,0.009019607843137255
30,0.03218390804597701
14,0.016483516483516484
117,0.022620100206307104
20,0.017316017316017316
9,0.027777777777777776
298,0.0076830949314170794
0,0.0
230,0.004575659768369091
0,0.04415954415954416
22,0.03896103896103896
6,0.03333333333333333
7,0.023809523809523808
2,0.027439024390243903
36,0.0031746031746031746
28,0.0026455026455026454
1,0.0
3,0.16666666666666666
2,0.5
3,0.5
8,0.03571428571428571
5,0.05
8,0.05555555555555555
3,0.16666666666666666
35,0.004201680672268907
2,0.5
9,0.0
0,0.0
698,0.006684398548013796
0,0.0
0,0.03296703296703297
4,0.25
37,0.0075075075075075074
23,0.003952569169960474
29,0.007389162561576354
54,0.022033898305084745
88,0.018620452395286834
67,0.01814142910033321
122,0.0018290204579325296
12,0.03787878787878788
0,0.0
153,0.009158926728586172
0,0.0
331,0.005807011831108217
277,0.010912031852681348
351,0.006218966218966219
0,0.004833480695549661
217,0.001959517657192076
84,0.013607990012484394
46,0.03864734299516908
10,0.011111111111111112
46,0.04941520467836257
41,0.0
4,0.0
62,0.016374714394516376
249,0.012224899598393575
5,0.0345679012345679
17,0.014705882352941176
21,0.03333333333333333
19,0.038011695906432746
5,0.02619047619047619
2,0.08333333333333333
19,0.09146341463414634
7,0.10964912280701754
3,0.0
15,0.007352941176470588
12,0.022727272727272728
2,0.0
2,0.0
47,0.03987873134328358
11,0.0
44,0.06465237166991553
3,0.018021680216802168
10,0.032692307692307694
11,0.02727272727272727
2,0.0
3,0.01904761904761905
20,0.0
22,0.017316017316017316
1,0.0
137,0.0016101331043366252
15,0.004761904761904762
80,0.013924050632911392
7,0.0
46,0.05217391304347826
76,0.011929824561403509
4,0.05053763440860215
2,0.0
49,0.016156462585034014
24,0.028985507246376812
17,0.003676470588235294
27,0.002849002849002849
27,0.0
6,0.03333333333333333
3,0.3333333333333333
4,0.0
35,0.009243697478991597
83,0.03603960396039604
28,0.023809523809523808
2,0.0
208,0.005945745076179859
17,0.003676470588235294
10,0.03333333333333333
3,0.0
29,0.009852216748768473
148,0.007859900717043573
225,0.010099206349206349
7,0.0
3,0.0
136,0.008442265795206972
8,0.0
25,0.0033333333333333335
11,0.03636363636363636
6,0.0
29,0.017241379310344827
3,0.0
5,0.0
7,0.0
5,0.05
44,0.0036997885835095136
84,0.037292025243832475
8,0.07142857142857142
9,0.0
9,0.0
36,0.01507936507936508
23,0.04897388059701493
10,0.0
5,0.1
21,0.007142857142857143
5,0.05
18,0.0032679738562091504
78,0.006160506160506161
2,0.0
2,0.0
7,0.023809523809523808
372,0.002967741935483871
15,0.04285714285714286
40,0.01730769230769231
12,0.022727272727272728
3,0.0
19,0.0029239766081871343
87,0.004761904761904762
20,0.02
4,0.0
6,0.0
10,0.0
7,0.023809523809523808
116,0.022482140355792126
4,0.0
1,0.0
9,0.0
28,0.007936507936507936
65,0.023798076923076922
19,0.005847953216374269
8,0.03571428571428571
16,0.058333333333333334
136,0.029369323486970546
4,0.0
1,0.0
2,0.0
28,0.01455026455026455
146,0.03254865034526051
14,0.06521739130434782
1,0.0
15,0.04044117647058824
3,0.0
54,0.027513227513227514
4,0.0
54,0.001397624039133473
26,0.0015384615384615385
5,0.0
16,0.004166666666666667
5,0.0
58,0.04789272030651341
8,0.023268112109994712
12,0.0
54,0.005590496156533892
164,0.0037408349543618137
4,0.0
2,0.08333333333333333
2,0.0
4,0.0
14,0.0
20,0.0345
18,0.016339869281045753
3,0.0
20,0.029549902152641878
2,0.0
2,0.016260162601626018
7,0.023809523809523808
73,0.006278538812785388
4,0.0
24,0.010869565217391304
1,0.0
177,0.016609392898052692
16,0.0
11,0.00909090909090909
4,0.08333333333333333
68,0.023485513608428446
80,0.02500457959333211
120,0.014441388066017774
1,0.0
30,0.0022988505747126436
2,0.0
22,0.03914893617021276
12,0.09090909090909091
2,0.0
3,0.16666666666666666
51,0.012549019607843137
6,0.0
10,0.011111111111111112
4,0.0
6,0.11538461538461539
1,0.0
27,0.009971509971509971
92,0.025441949354992832
13,0.00641025641025641
15,0.0
7,0.0
60,0.009887005649717515
88,0.009926854754440962
0,0.0
0,0.0641025641025641
95,0.042700107147109014
120,0.009873949579831932
71,0.047814413707804156
1,0.0
0,0.014705882352941176
56,0.027828191167574106
9,0.041666666666666664
105,0.04537657245548113
23,0.025691699604743084
0,0.01098901098901099
18,0.07857142857142857
20,0.042105263157894736
7,0.07142857142857142
20,0.031578947368421054
4,0.0
10,0.03333333333333333
14,0.0
2,0.0
5,0.02564102564102564
9,0.013888888888888888
1,0.0
4,0.0
6,0.0
1,0.0
0,0.0
12,0.007575757575757576
19,0.0
67,0.0067842605156037995
